nose_x,nose_y,L_eye_x,L_eye_y,R_eye_x,R_eye_y,L_ear_x,L_ear_y,R_ear_x,R_ear_y,L_shoulder_x,L_shoulder_y,R_shoulder_x,R_shoulder_y
517.9089, 189.5416, 345.8174, 196.1569, 592.1663, 332.606, 282.7159, 335.0829, 434.8824, 257.7479, 470.8768, 211.084, 394.8576, 213.9606
519.6935, 187.243, 344.7679, 194.3863, 590.9948, 332.1963, 282.4001, 337.2264, 434.9609, 257.6281, 469.5821, 212.6028, 395.4879, 215.1247
516.3158, 190.4141, 345.332, 197.1791, 588.9139, 332.2396, 283.8737, 334.8472, 434.2328, 259.633, 470.3401, 213.4548, 394.5025, 215.2708
518.8712, 189.0713, 344.1592, 194.2098, 591.1635, 332.5252, 282.7496, 335.2344, 435.2726, 258.6528, 470.7427, 212.2851, 395.4402, 214.7458
519.0165, 187.8438, 345.3293, 194.603, 593.0967, 336.0428, 281.7895, 337.5969, 436.1727, 259.1507, 470.9073, 213.2086, 396.2763, 215.6024
517.2853, 188.4249, 344.9963, 194.8556, 588.9576, 334.8225, 283.3618, 336.2832, 435.7173, 258.7384, 471.0734, 212.6009, 396.0638, 214.6219
519.0004, 187.4815, 345.8561, 193.2808, 592.0822, 334.9731, 283.1373, 334.8486, 435.2654, 259.6362, 470.0789, 212.8098, 394.9169, 215.655
516.7773, 185.9077, 343.4189, 193.5392, 588.7463, 333.0457, 281.4246, 336.1343, 436.3668, 258.2353, 471.6935, 212.67, 396.7744, 213.3842
516.7056, 189.828, 343.8954, 192.4358, 587.153, 337.628, 280.1946, 337.3213, 435.4426, 259.0314, 470.749, 212.5542, 395.1575, 214.2289
517.1111, 187.1639, 342.839, 192.1729, 587.6315, 335.1904, 281.8711, 336.5277, 435.3792, 258.1375, 470.5555, 212.0391, 395.5991, 213.7064
516.5275, 187.3977, 343.8448, 192.3175, 588.0154, 335.721, 280.2085, 336.9113, 434.6566, 258.6241, 469.7335, 212.0859, 394.3877, 214.3615
516.5762, 186.6353, 342.7731, 192.9485, 589.1788, 333.4854, 281.5909, 335.1463, 434.747, 257.1189, 470.5056, 213.3329, 395.791, 213.9019
514.2886, 193.6934, 343.2103, 194.8553, 579.9813, 335.0821, 275.257, 336.8112, 434.747, 257.1189, 470.5056, 213.3329, 395.791, 213.9019
514.2886, 193.6934, 343.2103, 194.8553, 579.9813, 335.0821, 275.257, 336.8112, 434.9274, 259.0787, 469.4004, 213.7356, 395.7632, 215.284
514.9266, 189.7385, 344.7363, 194.2234, 588.2068, 337.3869, 279.9865, 338.2484, 433.1985, 259.598, 468.9088, 213.7881, 394.2361, 215.3291
515.957, 190.0771, 343.8129, 194.1741, 586.4686, 336.2128, 279.221, 339.326, 443.6882, 230.0113, 481.1745, 184.0128, 405.7843, 186.1104
533.1425, 155.4777, 360.262, 160.3807, 599.2688, 292.7761, 298.327, 305.5122, 445.7027, 228.9224, 483.6975, 181.9224, 406.9065, 184.2285
535.9713, 152.4342, 360.3071, 157.898, 601.835, 292.2006, 298.8003, 306.156, 445.0997, 228.6116, 483.9051, 182.262, 407.5769, 183.4545
537.2361, 153.537, 362.2715, 156.3768, 602.5322, 291.6048, 299.6737, 304.6572, 444.9396, 225.976, 483.6745, 180.7257, 408.376, 181.7281
536.9587, 156.1594, 364.1567, 158.1365, 600.8116, 292.2054, 302.1671, 304.3505, 445.6557, 227.1341, 484.5891, 180.9543, 408.1584, 182.407
537.8403, 154.6184, 362.5589, 157.6963, 600.2816, 290.6817, 301.496, 304.7854, 445.0807, 228.528, 484.3282, 183.368, 408.5963, 183.6095
537.4502, 157.7917, 363.8326, 158.097, 601.0312, 293.8946, 301.6085, 303.7883, 443.4714, 227.9429, 483.3263, 181.5606, 406.5081, 181.7659
537.9426, 154.5103, 361.6692, 154.9359, 602.4176, 293.4777, 300.4062, 304.3931, 444.7368, 228.1045, 484.4478, 181.8602, 407.4469, 182.2133
538.489, 155.221, 362.1509, 156.0874, 602.6521, 293.2936, 301.3979, 302.7762, 445.705, 229.9958, 484.9955, 184.4317, 408.7206, 185.1469
538.7679, 158.084, 363.8972, 159.4162, 601.1215, 290.3762, 301.3299, 302.4112, 446.5207, 230.5863, 486.2072, 184.3297, 409.5422, 185.0468
541.1154, 156.8989, 365.0314, 158.1719, 603.9989, 293.7371, 301.7571, 306.2979, 447.6421, 229.0882, 486.066, 183.4369, 409.9171, 184.7388
537.799, 157.0594, 363.5645, 159.7571, 600.2714, 291.3295, 300.7338, 305.0043, 447.4266, 230.5665, 487.0626, 184.1854, 409.6703, 184.8818
540.3892, 156.8165, 363.283, 158.2621, 601.8391, 293.3124, 301.7898, 304.0547, 448.9106, 230.5201, 487.2434, 185.2559, 411.8131, 186.3765
538.9788, 159.2767, 366.2865, 161.5937, 599.8101, 293.8615, 303.4139, 304.7117, 447.9986, 230.9952, 487.5597, 184.8214, 410.6022, 184.7622
540.6541, 156.5486, 364.5773, 156.3142, 600.9069, 295.2787, 301.6787, 304.3449, 447.336, 236.4362, 487.2172, 188.2749, 408.7879, 189.6295
542.748, 155.8323, 363.0421, 158.8287, 602.075, 295.8929, 303.5285, 307.3693, 446.3828, 236.7263, 487.2918, 186.7785, 406.4233, 187.868
543.2028, 152.4338, 358.7501, 155.2343, 602.3768, 298.675, 302.6394, 307.522, 324.0403, 227.1858, 351.652, 183.6377, 284.7656, 194.4837
399.3239, 159.0438, 244.244, 185.9204, 490.3395, 289.7258, 197.0872, 307.1178, 311.1478, 207.1517, 340.0829, 164.0683, 273.5655, 174.6512
393.6017, 146.8203, 238.2598, 172.9936, 496.5041, 293.309, 191.5248, 306.5153, 321.7016, 205.9987, 348.1272, 161.7179, 280.9612, 173.6043
395.682, 142.3055, 239.0262, 172.77, 502.578, 297.2685, 185.568, 307.2671, 320.4484, 221.9107, 347.5509, 175.902, 277.1732, 189.6469
397.433, 150.4275, 234.0875, 184.4718, 503.3122, 296.0049, 185.8505, 309.9644, 318.2224, 224.4431, 345.7371, 177.2179, 274.8235, 191.3142
398.0599, 150.0363, 233.287, 185.6306, 500.6926, 292.3343, 188.4127, 310.2572, 305.1173, 232.0104, 334.2251, 183.6144, 263.3212, 196.8315
392.1237, 152.1833, 226.36, 186.0626, 496.8224, 297.4765, 187.9408, 313.4365, 314.7075, 237.8079, 343.6341, 191.3312, 273.9196, 202.7238
396.8847, 155.8607, 234.9294, 184.5743, 497.9864, 300.0341, 185.6469, 311.6444, 311.7368, 229.3405, 340.0006, 182.549, 270.9573, 195.002
394.1331, 153.3345, 232.9467, 184.9504, 499.9844, 296.1175, 186.0365, 314.451, 309.2367, 227.8964, 337.3287, 181.743, 269.3459, 194.2859
393.0797, 153.073, 233.4224, 185.0199, 500.0204, 295.5533, 188.5665, 312.7153, 311.8951, 221.885, 340.6795, 175.1881, 271.9173, 187.6023
396.2004, 149.6432, 235.071, 180.7741, 498.2219, 295.9338, 185.8106, 315.3789, 312.6265, 219.9153, 340.774, 172.7291, 271.499, 186.1255
395.6125, 147.6408, 233.9637, 181.3374, 499.0573, 293.5789, 190.8419, 312.664, 310.8447, 219.2811, 339.2934, 173.296, 271.1751, 185.7242
394.6925, 150.4144, 235.1278, 181.9605, 499.7193, 297.6994, 188.7386, 315.7226, 309.5699, 213.1105, 338.1139, 167.7828, 270.3306, 179.6571
392.6171, 148.0478, 234.1299, 178.2823, 498.2646, 297.4336, 188.9121, 315.2531, 309.8639, 215.2087, 338.8645, 170.3398, 270.7036, 181.6816
393.5184, 151.4997, 234.2464, 180.4604, 496.6124, 296.4196, 190.4665, 314.5676, 310.0363, 214.5928, 339.465, 170.7694, 272.1099, 181.1954
394.1559, 154.0934, 236.5412, 180.7608, 497.2859, 296.5866, 192.2558, 312.3973, 315.7848, 216.0236, 345.7832, 171.8517, 276.47, 181.9047
398.1611, 155.2343, 237.1166, 180.7664, 496.9427, 295.938, 188.4468, 312.9565, 317.9807, 216.2897, 347.2752, 171.0498, 278.0361, 181.1997
397.863, 150.9971, 237.5141, 177.2453, 494.785, 297.4658, 192.9826, 312.609, 318.2118, 215.549, 347.3792, 169.8821, 277.8826, 180.9518
398.6761, 149.8576, 237.7809, 178.0538, 494.8141, 296.2365, 193.1664, 312.8708, 361.1646, 218.6247, 389.1737, 186.0984, 336.5943, 186.8198
431.9993, 169.5606, 308.2869, 171.3948, 487.1326, 297.6402, 257.7045, 296.1244, 358.9694, 221.0777, 387.4726, 187.2414, 331.7405, 189.1041
432.0744, 166.9248, 301.4186, 171.6484, 487.8578, 293.3642, 252.7645, 291.6482, 361.0192, 220.8805, 389.3654, 188.0459, 334.1964, 189.222
433.0193, 168.6707, 303.8262, 172.0588, 489.312, 292.9549, 254.0334, 290.9005, 357.8648, 218.593, 385.2133, 184.7949, 332.7207, 187.0008
430.3157, 166.3511, 305.6135, 171.9726, 488.7902, 296.5268, 256.1941, 296.6981, 360.1486, 221.2487, 388.982, 188.5623, 334.2293, 189.4155
432.8151, 169.8769, 304.4633, 171.954, 488.569, 294.2408, 251.9936, 293.2326, 359.5448, 219.7381, 387.5662, 187.1286, 334.8101, 188.461
430.9265, 170.6556, 306.6731, 173.5659, 485.3926, 295.8029, 256.2381, 295.7556, 361.0129, 219.8646, 388.8726, 186.5422, 335.3102, 188.1384
431.6069, 168.6786, 305.9591, 172.5555, 485.9237, 296.1396, 256.9423, 295.9048, 360.1479, 221.0901, 388.6859, 187.9962, 333.7965, 189.6786
433.0077, 169.1378, 304.0509, 173.2068, 489.5512, 293.2812, 253.0535, 292.0148, 361.59, 221.4637, 389.505, 188.3458, 334.7525, 190.3794
432.5774, 169.5573, 304.2185, 174.4257, 489.2137, 295.0037, 252.9051, 293.7594, 360.4517, 222.5226, 388.8289, 189.0866, 333.4782, 190.6258
432.8748, 168.4056, 303.2873, 172.2924, 489.9391, 294.4717, 253.0074, 292.7755, 360.078, 222.8685, 388.9986, 189.2212, 333.6697, 190.4676
433.6527, 168.2498, 303.5681, 171.3568, 489.8683, 294.0296, 251.2173, 293.1408, 360.2611, 221.3938, 389.0652, 187.8727, 333.446, 189.3096
433.5332, 167.9631, 303.0162, 171.5181, 489.5666, 294.5308, 251.8477, 293.1068, 364.0225, 217.967, 392.6399, 185.3644, 337.6463, 186.3688
435.8831, 167.7615, 307.1518, 170.2283, 489.5753, 292.59, 253.9178, 290.1034, 359.0066, 218.7213, 386.7952, 186.4154, 333.2679, 188.4079
430.8332, 169.7404, 304.9016, 174.2508, 487.5137, 293.6557, 253.7227, 291.8226, 360.1438, 220.0736, 388.5183, 187.6548, 334.283, 188.7785
432.4374, 169.1713, 304.9535, 171.733, 488.5849, 293.4431, 251.5347, 291.1508, 361.776, 219.5282, 390.6174, 187.5781, 335.6962, 188.0174
433.3316, 171.0276, 304.898, 172.142, 487.2559, 294.202, 251.6037, 291.4692, 362.4008, 217.7127, 391.9884, 185.6825, 336.7366, 185.4596
434.8939, 170.5092, 305.8163, 169.9105, 488.8248, 294.9092, 250.0183, 291.1054, 361.4706, 218.7683, 390.6324, 187.1754, 336.3353, 187.1926
433.3751, 172.0212, 305.9857, 171.9887, 488.6621, 293.7873, 251.7508, 291.0787, 361.9179, 219.1053, 390.5549, 187.2489, 336.2487, 187.8354
433.061, 171.5961, 305.7913, 172.8912, 486.8734, 294.1447, 252.5806, 292.614, 363.3163, 215.5827, 392.2952, 183.8429, 337.5293, 183.6476
433.4076, 169.2661, 305.03, 169.093, 487.5972, 295.0698, 251.0721, 290.939, 373.8362, 216.4061, 396.65, 182.1716, 345.0916, 186.6707
430.3036, 161.3085, 306.951, 173.3388, 489.9679, 292.1252, 256.8956, 296.9721, 513.9291, 470.0048, 209.2809, 460.581, 365.3701, 435.5599
273.5399, 471.1938, 379.2065, 213.3567, 403.3273, 182.7295, 351.6955, 183.5472, 433.8512, 168.1886, 312.7751, 171.863, 483.3236, 287.5186
256.0168, 287.4065, 469.5584, 474.5673, 213.1172, 473.2513, 344.3477, 378.1155, 259.0767, 456.7, 383.1027, 207.1127, 415.2106, 166.3979
348.4385, 167.3361, 454.3578, 158.1024, 301.5045, 160.6008, 522.1263, 304.9225, 240.0757, 321.3173, 380.6029, 203.9431, 412.5838, 162.6516
345.1697, 164.7318, 453.0689, 156.0705, 299.3028, 161.3764, 522.1337, 305.2629, 242.5825, 321.2191, 386.015, 206.2777, 417.3055, 165.398
350.8031, 168.0983, 457.9554, 157.489, 306.1373, 164.2636, 528.6248, 305.9689, 248.8361, 319.7002, 414.0965, 209.1187, 445.7024, 168.0492
377.642, 168.4491, 480.1516, 160.7254, 322.0524, 161.6925, 535.6889, 307.3937, 255.0879, 319.0388, 418.5474, 211.3701, 451.7927, 172.6466
384.0456, 168.6572, 483.4316, 169.3375, 325.2583, 159.7251, 527.5244, 308.5746, 255.805, 316.5574, 382.6542, 208.1755, 413.9974, 166.4925
347.1484, 169.9682, 454.8129, 157.1781, 302.0757, 165.2419, 522.175, 302.4512, 244.0256, 321.843, 375.3083, 206.9734, 406.2653, 165.8864
339.2368, 170.0584, 449.5577, 156.7711, 294.929, 167.6429, 519.8619, 298.2704, 242.657, 319.001, 403.0443, 205.8016, 436.5486, 166.7489
369.1674, 164.2946, 471.7527, 163.4274, 317.2322, 157.4012, 524.5792, 307.3335, 250.6057, 317.6947, 384.6868, 205.5309, 416.183, 165.3669
350.0105, 165.7184, 452.9639, 158.7152, 300.9097, 159.5013, 517.4141, 306.311, 237.1496, 321.7215, 384.6061, 204.1852, 415.8014, 163.4898
349.2407, 164.9989, 453.4312, 157.0857, 300.6653, 160.7198, 519.4995, 307.787, 238.7393, 322.3163, 387.4925, 205.164, 420.1684, 164.8836
352.8803, 164.7363, 458.5526, 159.1589, 304.6155, 159.1823, 522.8459, 306.5146, 242.8206, 320.136, 444.8376, 209.0194, 480.3453, 170.0
410.6863, 164.3017, 511.6061, 168.1939, 349.2244, 153.8231, 548.3226, 313.9109, 271.558, 316.679, 401.9006, 203.5396, 435.7847, 163.0139
368.2239, 163.2713, 477.4832, 157.4451, 323.3748, 157.8124, 539.0898, 310.1972, 257.9406, 318.8766, 426.3123, 205.5539, 459.8906, 167.1972
392.4118, 162.2833, 490.0614, 166.1433, 332.3871, 154.1252, 532.9756, 312.3147, 258.358, 318.8437, 364.8893, 196.1717, 398.6129, 155.7138
335.101, 160.3734, 453.429, 154.3537, 303.7114, 163.7137, 527.7146, 305.9483, 249.3996, 321.1683, 367.0219, 203.6728, 399.7233, 161.8049
334.0382, 167.3385, 453.1476, 154.0292, 299.7327, 167.0899, 529.1296, 304.3622, 251.1941, 320.7483, 478.8364, 234.4001, 519.8245, 193.9738
449.8574, 184.7159, 566.8169, 170.9237, 404.4435, 148.4475, 604.5291, 309.95, 328.5112, 299.1774, 479.3594, 232.8262, 519.9961, 193.3039
450.8424, 183.5372, 565.5522, 171.4946, 405.0284, 147.7545, 604.3068, 310.145, 327.9109, 299.9378, 479.4938, 234.577, 520.2714, 194.8657
450.8516, 184.9599, 566.3444, 172.0806, 405.0096, 147.94, 603.8225, 309.4808, 328.7471, 299.18, 479.7846, 233.5528, 519.52, 193.7219
450.6239, 186.0298, 566.3109, 171.9366, 406.1616, 152.8912, 606.4814, 309.4938, 330.6378, 298.4588, 478.5888, 231.3264, 518.9388, 190.6583
448.9174, 183.0624, 566.4673, 168.863, 404.2134, 150.06, 607.1721, 307.1008, 330.0339, 297.8749, 479.3913, 232.4225, 519.0852, 191.3952
449.0976, 184.0125, 565.2412, 167.6821, 403.2381, 149.6404, 607.236, 307.6362, 328.972, 298.5845, 479.8091, 233.2536, 519.4312, 193.1725
450.1431, 185.5554, 565.2094, 172.3984, 404.4191, 153.4729, 607.9707, 309.7951, 328.4949, 299.7725, 479.4677, 232.8824, 520.1654, 192.2585
449.846, 183.8348, 566.7608, 169.7128, 403.7874, 148.6998, 607.2515, 309.2054, 327.676, 299.7045, 481.2016, 232.7681, 520.2212, 193.2831
451.8192, 185.1525, 563.3322, 171.8541, 404.7295, 151.6663, 604.1908, 308.8288, 327.4121, 300.7694, 475.6047, 228.4214, 516.9606, 189.3401
447.7717, 179.8065, 565.9759, 172.281, 405.4115, 148.9079, 609.2578, 311.9681, 329.3343, 299.5385, 481.4308, 230.6009, 523.4108, 190.3623
452.7193, 180.8209, 571.3927, 172.4516, 407.6399, 148.743, 610.0891, 313.0424, 330.6792, 300.0414, 479.8049, 229.6627, 522.1516, 193.2083
453.1057, 180.6245, 566.8125, 183.0447, 409.7758, 152.3177, 605.4982, 316.0538, 329.496, 302.285, 479.381, 230.0493, 522.4634, 191.3947
452.4372, 179.7636, 570.1292, 175.6854, 408.2675, 146.783, 608.3757, 313.6743, 328.7251, 300.9742, 478.608, 229.6406, 520.1769, 191.1188
450.948, 181.0485, 568.2022, 175.4348, 407.6036, 150.5756, 610.2252, 313.1584, 330.9566, 299.865, 477.723, 229.5283, 519.6985, 189.4196
448.9241, 180.8797, 569.4948, 172.931, 405.5319, 151.4446, 610.9702, 311.1534, 330.2094, 301.3638, 478.7894, 228.6206, 520.0701, 188.1443
449.4964, 180.8468, 570.4225, 170.9823, 406.7195, 152.5999, 614.8564, 310.5065, 331.9688, 301.1562
